TOWN,BLOCK,ADDRESS,POSTAL_CODE,LATITUDE,LONGITUDE,MAX_FLOOR,SUBZONE,PLANNING_AREA,REGION,DIST_NEAREST_HAWKER_WALK,DIST_NEAREST_MRT_WALK,DIST_NEAREST_PRI_SCH_WALK,DIST_NEAREST_SEC_SCH_WALK,DIST_NEAREST_MALL_WALK
sengkang,407A,fernvale road,791407,1.388269,103.875272,26,fernvale,sengkang,north-east region,3853.7,2513.6,578.0,560.0,548.4
geylang,417,eunos road 5,400417,1.318073,103.897088,17,geylang east,geylang,central region,340.0,588.9,1227.4,756.4,1815.8
jurong east,345,jurong east street 31,600345,1.345512,103.731219,3,yuhua west,jurong east,west region,201.8,692.6,475.4,899.6,2212.8
yishun,362,yishun ring road,760362,1.428509,103.844894,12,yishun east,yishun,north region,2241.7,1365.1,533.0,1191.5,1208.4
bedok,221C,bedok central,463221,1.324999,103.934234,17,bedok north,bedok,east region,604.8,505.8,518.9,1252.2,808.6
hougang,332,hougang avenue 5,530332,1.368406,103.89782,13,kangkar,hougang,north-east region,2142.1,914.0,532.8,882.8,1100.3
yishun,429B,yishun avenue 11,762429,1.421716,103.849244,13,yishun east,yishun,north region,3152.4,2253.6,897.5,1004.5,2084.5
bishan,273B,bishan street 24,572273,1.356073,103.84347,40,marymount,bishan,central region,1416.6,1274.4,930.8,408.9,1377.8
sengkang,180A,rivervale crescent,541180,1.390259,103.909625,18,rivervale,sengkang,north-east region,4965.3,1398.0,839.0,1172.2,1130.4
kallang/whampoa,39,cambridge road,210039,1.316338,103.848468,15,kampong java,kallang,central region,278.1,968.6,869.9,1652.4,1148.7
sengkang,215A,compassvale drive,541215,1.389479,103.893279,16,sengkang town centre,sengkang,north-east region,4271.8,386.9,858.1,768.0,430.0
bishan,23,sin ming road,570023,1.354353,103.835824,12,upper thomson,bishan,central region,440.8,438.4,988.1,1472.0,930.2
pasir ris,706,pasir ris drive 10,510706,1.380804,103.938239,11,pasir ris west,pasir ris,east region,5486.3,578.8,817.3,2752.1,2366.9
jurong west,540,jurong west avenue 1,640540,1.350592,103.715349,12,hong kah,jurong west,west region,770.9,762.1,878.9,1057.5,2014.1
yishun,431B,yishun avenue 1,762431,1.420333,103.847102,13,yishun east,yishun,north region,3063.5,1886.5,988.1,772.4,1995.5
woodlands,576,woodlands drive 16,730576,1.430484,103.796851,12,woodlands south,woodlands,north region,2460.9,672.6,882.1,791.5,1635.1
tampines,485A,tampines avenue 9,520485,1.359893,103.955757,12,tampines east,tampines,east region,2619.7,462.6,1023.2,169.2,1291.3
hougang,511,hougang avenue 10,530511,1.372074,103.888729,13,hougang west,hougang,north-east region,2046.7,727.6,1045.8,998.1,674.1
serangoon,202,serangoon central,550202,1.351601,103.873748,12,serangoon central,serangoon,north-east region,2020.8,599.6,1094.8,1116.6,541.2
tampines,156,simei road,520156,1.34515,103.95872,11,simei,tampines,east region,2008.3,948.3,1140.6,1249.4,890.9
tampines,487A,tampines avenue 9,520487,1.359551,103.957814,11,tampines east,tampines,east region,2897.7,740.5,1301.1,452.5,1569.2
jurong west,200,boon lay drive,640200,1.343004,103.714701,15,boon lay place,jurong west,west region,616.1,793.1,501.5,1026.4,1066.8
yishun,242,yishun ring road,760242,1.432708,103.840052,10,northland,yishun,north region,1841.8,1206.7,904.3,593.0,1305.0
serangoon,324,serangoon avenue 3,550324,1.351251,103.868844,13,serangoon central,serangoon,north-east region,1719.4,836.2,396.1,417.9,500.2
bukit panjang,127,pending road,670127,1.376492,103.769283,4,jelebu,bukit panjang,west region,5185.8,1548.4,756.0,1149.2,1777.8
choa chu kang,751,choa chu kang north 5,680751,1.392466,103.747907,13,choa chu kang north,choa chu kang,west region,6998.2,945.4,100.2,818.3,2668.7
ang mo kio,606,ang mo kio avenue 5,560606,1.379328,103.836736,12,yio chu kang west,ang mo kio,north-east region,872.5,797.9,909.8,1075.6,2265.3
queenstown,85,commonwealth close,140085,1.304075,103.799332,10,commonwealth,queenstown,central region,542.3,194.4,640.8,771.5,1178.5
jurong east,60,teban gardens road,600060,1.322755,103.738658,25,teban gardens,jurong east,west region,790.9,890.3,2702.4,1371.3,2757.9
ang mo kio,627,ang mo kio avenue 9,560627,1.381835,103.841369,12,yio chu kang west,ang mo kio,north-east region,142.0,769.9,418.7,722.0,2091.1
choa chu kang,673,choa chu kang crescent,680673,1.401328,103.748136,16,yew tee,choa chu kang,west region,6982.7,636.2,386.5,337.4,3067.1
sengkang,211B,compassvale lane,542211,1.385087,103.898737,16,sengkang town centre,sengkang,north-east region,3894.5,1090.9,750.5,226.0,1205.5
toa payoh,259,kim keat avenue,310259,1.333896,103.857559,13,kim keat,toa payoh,central region,816.7,1487.9,1072.4,1022.7,1835.6
bishan,453,sin ming avenue,570453,1.359045,103.829898,17,upper thomson,bishan,central region,1524.4,945.6,547.9,1428.8,1067.5
bedok,419,bedok north street 1,460419,1.326966,103.928136,12,bedok north,bedok,east region,867.8,953.4,777.0,1519.7,1237.3
bukit merah,20,tiong bahru road,163020,1.285755,103.832151,4,tiong bahru,bukit merah,central region,222.4,367.7,914.5,999.4,657.8
ang mo kio,610,ang mo kio avenue 4,560610,1.379395,103.839157,11,yio chu kang west,ang mo kio,north-east region,810.9,820.1,848.2,1121.0,2458.2
jurong west,183A,boon lay avenue,641183,1.348618,103.709738,16,boon lay place,jurong west,west region,607.8,932.5,861.8,553.6,1459.4
hougang,111,hougang avenue 1,530111,1.354986,103.888557,4,lorong ah soo,hougang,north-east region,395.1,1186.6,440.7,416.6,819.7
yishun,359,yishun ring road,760359,1.427419,103.845702,11,yishun east,yishun,north region,2561.8,1685.1,436.8,972.2,1528.4
bukit merah,25,telok blangah crescent,090025,1.276337,103.819194,25,telok blangah way,bukit merah,central region,354.7,1775.2,832.0,848.7,1807.8
punggol,171B,edgedale plains,822171,1.394977,103.912718,18,punggol field,punggol,north-east region,5661.0,676.4,371.7,382.4,182.6
yishun,142,yishun ring road,760142,1.430778,103.830626,12,yishun west,yishun,north region,433.6,648.8,593.6,519.7,937.1
jurong east,321,jurong east street 31,600321,1.348358,103.730092,10,yuhua west,jurong east,west region,481.9,877.3,706.2,1130.0,2444.3
ang mo kio,205,ang mo kio avenue 1,560205,1.366941,103.843582,11,shangri-la,ang mo kio,north-east region,449.9,221.3,795.6,299.8,719.2
tampines,290,tampines street 22,520290,1.349881,103.954596,4,tampines east,tampines,east region,1528.1,1048.9,796.0,986.9,959.5
toa payoh,204,toa payoh north,310204,1.341484,103.849068,20,braddell,toa payoh,central region,706.7,437.9,802.1,760.7,1317.7
woodlands,528,woodlands drive 14,730528,1.431489,103.792558,12,woodlands south,woodlands,north region,1968.9,787.4,409.6,927.8,1282.8
sengkang,406B,fernvale road,792406,1.388429,103.874323,21,fernvale,sengkang,north-east region,3932.2,2725.5,468.8,771.9,592.3
yishun,161,yishun street 11,760161,1.432786,103.833133,12,yishun west,yishun,north region,917.3,558.2,626.5,927.1,846.5
hougang,679,hougang avenue 8,530679,1.371464,103.884745,4,hougang west,hougang,north-east region,2084.4,1285.7,328.6,674.9,1408.3
jurong west,852,jurong west street 81,640852,1.347446,103.692828,14,yunnan,jurong west,west region,3014.4,872.9,1297.7,1642.4,1040.2
bukit panjang,145,petir road,670145,1.376007,103.766884,4,jelebu,bukit panjang,west region,5065.5,1170.6,763.4,413.9,1241.1
sembawang,309,canberra road,750309,1.446757,103.821562,16,sembawang central,sembawang,north region,2291.1,493.5,521.0,887.1,435.0
hougang,365C,upper serangoon road,533365,1.369285,103.897135,18,kangkar,hougang,north-east region,2297.2,981.4,748.0,651.4,898.6
bukit merah,4A,boon tiong road,164004,1.286674,103.832482,30,tiong bahru,bukit merah,central region,352.6,260.5,1002.3,1092.2,745.0
bedok,1,chai chee road,461001,1.327969,103.922716,15,kembangan,bedok,east region,776.8,1151.8,1187.8,1772.8,1152.2
punggol,109C,edgedale plains,823109,1.395173,103.909282,17,punggol field,punggol,north-east region,5619.2,1151.0,421.8,487.7,566.3
kallang/whampoa,59A,geylang bahru,330059,1.322654,103.868227,21,geylang bahru,kallang,central region,565.5,586.3,1090.0,1572.5,2801.7
bukit merah,39,jalan rumah tinggi,151039,1.288633,103.810016,22,alexandra hill,bukit merah,central region,600.5,1148.6,1347.1,913.9,1039.5
jurong east,48,teban gardens road,600048,1.320498,103.739968,12,teban gardens,jurong east,west region,615.1,988.2,2545.9,1238.4,2638.0
choa chu kang,547,choa chu kang street 52,680547,1.39317,103.742614,13,choa chu kang north,choa chu kang,west region,6788.5,750.9,253.1,465.8,2828.2
pasir ris,583,pasir ris street 53,510583,1.375758,103.947106,13,pasir ris central,pasir ris,east region,4209.5,621.8,360.2,1417.9,1340.7
bedok,106,lengkong tiga,410106,1.325088,103.910009,9,kembangan,bedok,east region,1283.7,675.1,1007.1,2168.5,2593.2
hougang,319,hougang avenue 5,530319,1.365728,103.89662,11,kangkar,hougang,north-east region,1953.7,912.5,338.7,888.5,1106.0
bishan,102,bishan street 12,570102,1.345143,103.847991,25,bishan east,bishan,central region,1089.7,755.8,1158.2,358.9,906.3
hougang,136,lorong ah soo,530136,1.349664,103.886302,4,tai seng,hougang,north-east region,902.4,1547.0,310.8,406.0,1553.1
woodlands,404,woodlands street 41,730404,1.43035,103.772259,12,woodgrove,woodlands,north region,1631.0,1196.7,1016.0,1260.2,2332.8
bedok,711,bedok reservoir road,470711,1.335973,103.92369,12,bedok reservoir,bedok,east region,1186.7,988.1,616.2,753.6,2014.7
choa chu kang,802B,keat hong close,682802,1.374741,103.742851,13,keat hong,choa chu kang,west region,4505.1,765.9,706.8,1178.7,2530.6
marine parade,66,marine drive,440066,1.303912,103.90974,16,marine parade,marine parade,central region,563.4,618.6,1226.6,1239.8,635.3
bukit merah,16,cantonment close,080016,1.27392,103.840261,30,everton park,bukit merah,central region,862.6,635.9,518.5,2116.2,1169.0
choa chu kang,546,choa chu kang street 52,680546,1.393013,103.743262,13,choa chu kang north,choa chu kang,west region,7072.0,818.7,429.5,749.3,3089.6
yishun,120,yishun ring road,760120,1.434821,103.829348,13,yishun west,yishun,north region,481.1,1323.6,808.9,486.6,1202.0
choa chu kang,531,choa chu kang street 51,680531,1.392891,103.741534,14,choa chu kang north,choa chu kang,west region,6806.2,1069.5,577.4,477.9,3075.6
kallang/whampoa,99,whampoa drive,320099,1.320813,103.853804,25,balestier,novena,central region,315.2,1253.6,818.6,1271.1,1450.6
bukit batok,363,bukit batok street 31,650363,1.361014,103.749447,12,hong kah north,bukit batok,west region,3185.3,528.0,522.5,1109.7,1665.1
jurong east,215,jurong east street 21,600215,1.339933,103.738514,4,yuhua east,jurong east,west region,592.4,514.7,591.5,719.9,1115.5
serangoon,537,serangoon north avenue 4,550537,1.373861,103.873018,13,serangoon north,serangoon,north-east region,1679.0,613.6,407.2,815.0,2890.3
queenstown,150,mei ling street,141150,1.294903,103.803699,21,mei chin,queenstown,central region,621.2,524.4,787.0,1190.6,1247.1
choa chu kang,354,choa chu kang central,680354,1.382645,103.743561,14,choa chu kang central,choa chu kang,west region,5557.9,326.3,564.8,1210.7,2255.2
hougang,425,hougang avenue 6,530425,1.373423,103.8936,13,hougang east,hougang,north-east region,2759.3,1096.1,937.1,954.6,664.6
bukit panjang,440,fajar road,670440,1.383684,103.770077,17,fajar,bukit panjang,west region,5931.1,1523.2,636.3,1106.4,1542.2
bukit batok,291D,bukit batok street 24,653291,1.343518,103.755392,17,bukit batok south,bukit batok,west region,2337.0,1202.4,600.4,491.2,1397.1
bedok,208,new upper changi road,460208,1.3257,103.931075,4,bedok north,bedok,east region,312.5,310.9,529.3,1387.1,594.7
pasir ris,515,pasir ris street 52,510515,1.374144,103.942957,14,pasir ris central,pasir ris,east region,4528.4,988.4,474.7,1784.5,1733.2
queenstown,97,commonwealth crescent,140097,1.30616,103.801496,10,commonwealth,queenstown,central region,254.5,751.2,797.5,804.5,1203.4
woodlands,24,marsiling drive,730024,1.441505,103.772132,13,north coast,woodlands,north region,630.8,1599.1,1102.0,1038.1,1987.6
serangoon,232A,serangoon avenue 2,551232,1.354254,103.868543,16,serangoon central,serangoon,north-east region,1261.3,843.6,855.6,891.0,772.1
sembawang,357A,admiralty drive,751357,1.450044,103.817003,16,sembawang central,sembawang,north region,3029.0,495.8,610.5,632.1,451.5
yishun,673B,yishun avenue 4,762673,1.420611,103.842183,13,yishun south,yishun,north region,2470.5,1428.4,339.9,489.3,1340.6
geylang,85,circuit road,370085,1.322652,103.885755,10,macpherson,geylang,central region,199.5,890.3,981.2,1209.7,3321.1
hougang,253,hougang avenue 3,530253,1.360428,103.892207,13,lorong ah soo,hougang,north-east region,1228.5,1390.3,1251.2,1227.1,1599.6
tampines,112,tampines street 11,521112,1.346298,103.94751,11,tampines east,tampines,east region,439.1,1309.1,1018.6,817.1,1185.7
punggol,677A,punggol drive,821677,1.40529,103.909204,17,waterway east,punggol,north-east region,6784.4,1096.7,377.7,574.0,615.8
bukit panjang,425,fajar road,670425,1.385858,103.769496,17,fajar,bukit panjang,west region,6264.0,1849.2,729.2,1199.7,1868.2
jurong west,961,jurong west street 92,640961,1.341287,103.692069,14,yunnan,jurong west,west region,3409.2,1376.8,552.0,771.1,1244.8
choa chu kang,251,choa chu kang avenue 2,680251,1.378292,103.744574,16,keat hong,choa chu kang,west region,4869.9,1050.2,653.6,1485.2,2179.6
ang mo kio,613,ang mo kio avenue 4,560613,1.378457,103.839293,13,yio chu kang west,ang mo kio,north-east region,484.9,788.2,800.6,795.0,1889.0
toa payoh,106B,bidadari park drive,342106,1.333642,103.871165,17,sennett,toa payoh,central region,1854.1,546.5,840.3,850.0,2273.5
kallang/whampoa,3B,upper boon keng road,382003,1.314299,103.872828,25,boon keng,kallang,central region,228.9,493.0,1533.9,1462.8,1896.5
yishun,330,yishun ring road,760330,1.430942,103.842575,12,yishun east,yishun,north region,1934.0,1071.1,793.5,668.1,1097.5
pasir ris,525B,pasir ris street 51,512525,1.36959,103.947456,13,pasir ris central,pasir ris,east region,3781.9,944.6,1261.1,939.9,1927.5
bukit merah,128,kim tian road,160128,1.281525,103.829055,16,tiong bahru,bukit merah,central region,650.1,793.4,629.0,1499.5,811.1
woodlands,529,woodlands drive 14,730529,1.431634,103.792879,12,woodlands south,woodlands,north region,1989.5,766.9,430.1,907.3,1278.1
jurong west,912,jurong west street 91,640912,1.341358,103.68727,4,yunnan,jurong west,west region,3622.8,1579.0,248.8,251.4,1458.4
bishan,107,bishan street 12,570107,1.346418,103.847921,13,bishan east,bishan,central region,1286.1,750.7,1289.6,299.7,739.1
bedok,114,lengkong tiga,410114,1.323135,103.912046,18,kembangan,bedok,east region,1355.2,499.1,1180.9,2238.6,2447.1
choa chu kang,159,jalan teck whye,680159,1.380216,103.756464,16,teck whye,choa chu kang,west region,5205.7,791.1,870.3,679.6,625.0
tampines,325,tampines street 32,520325,1.352629,103.959087,10,tampines east,tampines,east region,2445.2,923.1,393.0,517.0,1143.4
pasir ris,770,pasir ris street 71,510770,1.375082,103.936112,16,pasir ris west,pasir ris,east region,5253.0,1271.8,536.9,2555.4,2758.4
jurong west,272C,jurong west street 24,643272,1.350915,103.704628,16,wenya,jurong west,west region,1917.0,822.6,447.7,849.2,1035.1
tampines,930,tampines street 91,520930,1.345963,103.939615,13,tampines west,tampines,east region,1354.6,286.2,302.7,552.0,1163.1
woodlands,657,woodlands ring road,730657,1.436691,103.798558,12,woodlands east,woodlands,north region,2791.5,657.6,569.3,972.6,1931.8
tampines,230,simei street 4,520230,1.343362,103.955857,11,simei,tampines,east region,1760.2,462.2,628.8,737.7,404.8
punggol,210C,punggol place,823210,1.399654,103.899916,16,matilda,punggol,north-east region,6044.2,1013.4,810.9,533.2,1391.2
toa payoh,158,lorong 1 toa payoh,310158,1.331434,103.845119,12,toa payoh central,toa payoh,central region,1033.2,459.8,454.6,352.3,400.8
jurong west,271A,jurong west street 24,641271,1.350881,103.704062,16,wenya,jurong west,west region,1801.9,975.1,599.5,739.5,920.0
kallang/whampoa,77,lorong limau,320077,1.325046,103.854763,16,balestier,novena,central region,337.0,1445.1,890.3,1174.0,1729.7
ang mo kio,587,ang mo kio avenue 3,560587,1.370189,103.852429,12,cheng san,ang mo kio,north-east region,485.9,488.3,319.6,727.7,552.1
queenstown,132,clarence lane,140132,1.292255,103.81488,11,margaret drive,queenstown,central region,1065.1,943.1,1089.9,281.7,1761.6
choa chu kang,765,choa chu kang north 5,680765,1.392723,103.749748,9,choa chu kang north,choa chu kang,west region,6982.3,911.5,696.1,174.8,2249.6
tampines,856C,tampines street 82,523856,1.352505,103.937588,16,tampines west,tampines,east region,1979.0,1112.4,811.6,638.0,532.1
sengkang,252,compassvale street,540252,1.393682,103.90077,16,sengkang town centre,sengkang,north-east region,4870.8,1110.7,520.0,538.0,1067.6
clementi,427,clementi avenue 3,120427,1.311971,103.763803,12,clementi central,clementi,west region,208.7,621.2,394.3,474.8,422.5
tampines,844,tampines street 82,520844,1.352106,103.936531,4,tampines west,tampines,east region,2106.6,990.7,478.0,714.2,656.2
queenstown,30,ghim moh link,272030,1.30882,103.783839,38,ghim moh,queenstown,central region,906.2,800.9,1481.6,976.6,738.0
bukit batok,271,bukit batok east avenue 4,650271,1.348173,103.758893,10,bukit batok east,bukit batok,west region,2691.9,1462.3,583.0,1143.4,1605.5
bukit batok,510,bukit batok street 52,650510,1.352752,103.754824,9,guilin,bukit batok,west region,2763.5,897.0,305.5,288.5,1203.4
yishun,249,yishun avenue 9,760249,1.435241,103.841852,12,northland,yishun,north region,2164.2,1317.3,892.2,813.9,1406.9
central area,1B,cantonment road,085201,1.277799,103.841403,50,chinatown,outram,central region,417.5,458.0,557.9,1433.0,746.3
punggol,126D,edgedale plains,824126,1.393784,103.910981,17,punggol field,punggol,north-east region,5393.5,894.5,411.5,467.7,483.4
bedok,421,bedok north road,460421,1.328259,103.928974,14,bedok north,bedok,east region,844.2,929.8,753.4,1496.0,1213.7
bukit merah,60,telok blangah heights,100060,1.276079,103.812157,11,telok blangah drive,bukit merah,central region,735.9,1010.1,686.4,1703.0,1708.9
toa payoh,139B,lorong 1a toa payoh,312139,1.336711,103.843878,42,toa payoh central,toa payoh,central region,443.6,669.9,336.9,633.3,798.9
bedok,84,bedok north street 4,460084,1.331782,103.939208,4,bedok north,bedok,east region,449.3,1329.8,446.8,498.5,2373.8
pasir ris,524B,pasir ris street 51,512524,1.370932,103.947563,13,pasir ris central,pasir ris,east region,3931.0,1093.7,1410.2,1089.0,2076.6
